ensg	entr	hgnc	symb	synonym1	synonym2
ENSG00000110484	4250	HGNC:7050	SCGB2A2	MGC71974	MGB1
ENSG00000110484	4250	HGNC:7050	SCGB2A2	MGC71974	PSBP1
	112416061	HGNC:31898	SCGB2B1P	Abpbg1p	
ENSG00000205209	284402	HGNC:27616	SCGB2B2	SCGB4A2	SCGBL
ENSG00000269811	100130342	HGNC:31895	SCGB2B3P	C2B	
ENSG00000269811	100130342	HGNC:31895	SCGB2B3P	SCGB4A3P	
ENSG00000161055	92304	HGNC:18384	SCGB3A1	UGRP2	
ENSG00000161055	92304	HGNC:18384	SCGB3A1	HIN-1	
ENSG00000161055	92304	HGNC:18384	SCGB3A1	HIN1	
ENSG00000161055	92304	HGNC:18384	SCGB3A1	LU105	
ENSG00000161055	92304	HGNC:18384	SCGB3A1	PnSP-2	
ENSG00000164265	117156	HGNC:18391	SCGB3A2	UGRP1	
ENSG00000164265	117156	HGNC:18391	SCGB3A2	LU103	
ENSG00000164265	117156	HGNC:18391	SCGB3A2	PNSP1	
ENSG00000079689	10590	HGNC:16941	SCGN	SECRET	
ENSG00000079689	10590	HGNC:16941	SCGN	DJ501N12.8	
ENSG00000079689	10590	HGNC:16941	SCGN	SEGN	
ENSG00000079689	10590	HGNC:16941	SCGN	CALBL	
ENSG00000151967	29970	HGNC:15678	SCHIP1	SCHIP-1	
ENSG00000281131	101669767	HGNC:48603	SCHLAP1	PCAT11	LINC00913
ENSG00000161929	388325	HGNC:33504	SCIMP	DTFT5783	C17orf87
ENSG00000161929	388325	HGNC:33504	SCIMP	UNQ5783	C17orf87
ENSG00000161929	388325	HGNC:33504	SCIMP	FLJ32580	C17orf87
ENSG00000161929	388325	HGNC:33504	SCIMP	MGC163426	C17orf87
ENSG00000161929	388325	HGNC:33504	SCIMP	MGC163428	C17orf87
ENSG00000006747	85477	HGNC:21695	SCIN	KIAA1905	
ENSG00000237686	101929705	HGNC:55341	SCIRT	DATOC-1	
ENSG00000237686	101929705	HGNC:55341	SCIRT	AL109615.3	
ENSG00000151466	132320	HGNC:26406	SCLT1	hCAP-1A	
ENSG00000151466	132320	HGNC:26406	SCLT1	FLJ30655	
ENSG00000132330	51540	HGNC:18161	SCLY	SCL	
ENSG00000010803	22955	HGNC:19003	SCMH1	Scml3	
ENSG00000235358	121847982	HGNC:55675	SCMH1-DT		
ENSG00000047634	6322	HGNC:10580	SCML1		
ENSG00000102098	10389	HGNC:10581	SCML2		
ENSG00000264127	100421167	HGNC:44329	SCML2P1		
ENSG00000271105	100421172	HGNC:44330	SCML2P2		
ENSG00000146285	256380	HGNC:21397	SCML4	dJ47M23.1	
ENSG00000144285	6323	HGNC:10585	SCN1A	Nav1.1	SCN1
ENSG00000144285	6323	HGNC:10585	SCN1A	Nav1.1	FEB3
ENSG00000144285	6323	HGNC:10585	SCN1A	GEFSP2	SCN1
ENSG00000144285	6323	HGNC:10585	SCN1A	GEFSP2	FEB3
ENSG00000144285	6323	HGNC:10585	SCN1A	HBSCI	SCN1
ENSG00000144285	6323	HGNC:10585	SCN1A	HBSCI	FEB3
ENSG00000144285	6323	HGNC:10585	SCN1A	NAC1	SCN1
ENSG00000144285	6323	HGNC:10585	SCN1A	NAC1	FEB3
ENSG00000144285	6323	HGNC:10585	SCN1A	SMEI	SCN1
ENSG00000144285	6323	HGNC:10585	SCN1A	SMEI	FEB3
ENSG00000236107	101929680	HGNC:54069	SCN1A-AS1		
ENSG00000105711	6324	HGNC:10586	SCN1B		
ENSG00000136531	6326	HGNC:10588	SCN2A	Nav1.2	SCN2A1
ENSG00000136531	6326	HGNC:10588	SCN2A	Nav1.2	SCN2A2
ENSG00000136531	6326	HGNC:10588	SCN2A	HBSCII	SCN2A1
ENSG00000136531	6326	HGNC:10588	SCN2A	HBSCII	SCN2A2
ENSG00000136531	6326	HGNC:10588	SCN2A	HBSCI	SCN2A1
ENSG00000136531	6326	HGNC:10588	SCN2A	HBSCI	SCN2A2
ENSG00000149575	6327	HGNC:10589	SCN2B		
ENSG00000153253	6328	HGNC:10590	SCN3A	Nav1.3	
ENSG00000166257	55800	HGNC:20665	SCN3B	HSA243396	
ENSG00000166257	55800	HGNC:20665	SCN3B	SCNB3	
ENSG00000007314	6329	HGNC:10591	SCN4A	Nav1.4	HYKPP
ENSG00000007314	6329	HGNC:10591	SCN4A	HYPP	HYKPP
ENSG00000007314	6329	HGNC:10591	SCN4A	SkM1	HYKPP
ENSG00000177098	6330	HGNC:10592	SCN4B	LQT10	
ENSG00000183873	6331	HGNC:10593	SCN5A	Nav1.5	CMD1E
ENSG00000183873	6331	HGNC:10593	SCN5A	LQT3	CMD1E
ENSG00000183873	6331	HGNC:10593	SCN5A	HB1	CMD1E
ENSG00000183873	6331	HGNC:10593	SCN5A	HBBD	CMD1E
ENSG00000183873	6331	HGNC:10593	SCN5A	PFHB1	CMD1E
ENSG00000183873	6331	HGNC:10593	SCN5A	IVF	CMD1E
ENSG00000183873	6331	HGNC:10593	SCN5A	HB2	CMD1E
ENSG00000183873	6331	HGNC:10593	SCN5A	HH1	CMD1E
ENSG00000183873	6331	HGNC:10593	SCN5A	SSS1	CMD1E
ENSG00000183873	6331	HGNC:10593	SCN5A	CDCD2	CMD1E
ENSG00000183873	6331	HGNC:10593	SCN5A	CMPD2	CMD1E
ENSG00000183873	6331	HGNC:10593	SCN5A	ICCD	CMD1E
ENSG00000136546	6332	HGNC:10594	SCN7A	Nav2.1	SCN6A
ENSG00000136546	6332	HGNC:10594	SCN7A	Nav2.2	SCN6A
ENSG00000136546	6332	HGNC:10594	SCN7A	NaG	SCN6A
ENSG00000196876	6334	HGNC:10596	SCN8A	Nav1.6	MED
ENSG00000196876	6334	HGNC:10596	SCN8A	NaCh6	MED
ENSG00000196876	6334	HGNC:10596	SCN8A	PN4	MED
ENSG00000196876	6334	HGNC:10596	SCN8A	CerIII	MED
ENSG00000196876	6334	HGNC:10596	SCN8A	CIAT	MED
ENSG00000169432	6335	HGNC:10597	SCN9A	Nav1.7	
ENSG00000169432	6335	HGNC:10597	SCN9A	PN1	
ENSG00000169432	6335	HGNC:10597	SCN9A	NE-NA	
ENSG00000169432	6335	HGNC:10597	SCN9A	NENA	
ENSG00000169432	6335	HGNC:10597	SCN9A	ETHA	
ENSG00000185313	6336	HGNC:10582	SCN10A	Nav1.8	
ENSG00000185313	6336	HGNC:10582	SCN10A	hPN3	
ENSG00000185313	6336	HGNC:10582	SCN10A	SNS	
ENSG00000185313	6336	HGNC:10582	SCN10A	PN3	
ENSG00000168356	11280	HGNC:10583	SCN11A	Nav1.9	SCN12A
ENSG00000168356	11280	HGNC:10583	SCN11A		SCN12A
ENSG00000168356	11280	HGNC:10583	SCN11A	SNS-2	SCN12A
ENSG00000163156	79005	HGNC:23136	SCNM1	MGC3180	
ENSG00000111319	6337	HGNC:10599	SCNN1A	ENaCalpha	SCNN1
ENSG00000168447	6338	HGNC:10600	SCNN1B	ENaCbeta	
ENSG00000162572	6339	HGNC:10601	SCNN1D	ENaCdelta	
ENSG00000162572	6339	HGNC:10601	SCNN1D	dNaCh	
ENSG00000166828	6340	HGNC:10602	SCNN1G	ENaCgamma	
ENSG00000166828	6340	HGNC:10602	SCNN1G	SCNEG	
ENSG00000133028	6341	HGNC:10603	SCO1		SCOD1
ENSG00000284194	9997	HGNC:10604	SCO2	SCO1L	MYP6
ENSG00000153130	60592	HGNC:20335	SCOC	HRIHFB2072	
ENSG00000153130	60592	HGNC:20335	SCOC	SCOCO	
ENSG00000153130	60592	HGNC:20335	SCOC	UNC-69	
ENSG00000196951	100129858	HGNC:50601	SCOC-AS1		
ENSG00000258896	317767	HGNC:20339	SCOCP1		
ENSG00000116171	6342	HGNC:10606	SCP2		
ENSG00000132631	140856	HGNC:16211	SCP2D1	dJ1068E13.2	C20orf79
ENSG00000132631	140856	HGNC:16211	SCP2D1	HSD22	C20orf79
ENSG00000149443	100128496	HGNC:16210	SCP2D1-AS1	dJ1068E13.1	C20orf78
ENSG00000121064	59342	HGNC:29507	SCPEP1	RISC	
ENSG00000164106	11341	HGNC:17036	SCRG1	SCRG-1	
ENSG00000180900	23513	HGNC:30377	SCRIB	KIAA0147	
ENSG00000180900	23513	HGNC:30377	SCRIB	SCRB1	
ENSG00000180900	23513	HGNC:30377	SCRIB	Vartul	
ENSG00000136193	9805	HGNC:22192	SCRN1	KIAA0193	
ENSG00000141295	90507	HGNC:30381	SCRN2		
ENSG00000144306	79634	HGNC:30382	SCRN3	FLJ23142	
ENSG00000261678	83482	HGNC:15950	SCRT1	DKFZp547F072	
ENSG00000261678	83482	HGNC:15950	SCRT1	ZNF898	
ENSG00000215397	85508	HGNC:15952	SCRT2	ZNF898B	
ENSG00000070031	6343	HGNC:10607	SCT		
ENSG00000080293	6344	HGNC:10608	SCTR		
ENSG00000231013	107105282	HGNC:40516	SCTR-AS1		
ENSG00000159307	80274	HGNC:13441	SCUBE1		
ENSG00000203527	101927447	HGNC:40635	SCUBE1-AS1		
ENSG00000236272	105373051	HGNC:40633	SCUBE1-AS2		
ENSG00000175356	57758	HGNC:30425	SCUBE2	Cegf1	
ENSG00000175356	57758	HGNC:30425	SCUBE2	Cegb1	
ENSG00000175356	57758	HGNC:30425	SCUBE2	FLJ16792	
ENSG00000146197	222663	HGNC:13655	SCUBE3	FLJ34743	CEGF3
ENSG00000272374	101929285	HGNC:56671	SCUBE3-AS1	Z97832.2	
ENSG00000260428	642658	HGNC:32322	SCX	bHLHa48	SCXA
ENSG00000260428	642658	HGNC:32322	SCX	bHLHa48	SCXB
ENSG00000260428	642658	HGNC:32322	SCX	bHLHa41	SCXA
ENSG00000260428	642658	HGNC:32322	SCX	bHLHa41	SCXB
ENSG00000284629	112441428	HGNC:34218	SCYGR1	KRTAP28-1	
ENSG00000284643	112441435	HGNC:34220	SCYGR2	KRTAP28-2	
ENSG00000284704	112441429	HGNC:34222	SCYGR3	KRTAP28-3	
ENSG00000284631	112441430	HGNC:34223	SCYGR4	KRTAP28-4	
ENSG00000284667	112441437	HGNC:34224	SCYGR5	KRTAP28-5	
ENSG00000284725	112441431	HGNC:34225	SCYGR6	KRTAP28-6	
ENSG00000284718	112441438	HGNC:34226	SCYGR7	KRTAP28-7	
ENSG00000284635	112441432	HGNC:34227	SCYGR8	KRTAP28-8	
ENSG00000285843	117134595	HGNC:34219	SCYGR9	KRTAP28p1	
ENSG00000285843	117134595	HGNC:34219	SCYGR9	KRTAP28-9	
ENSG00000284622	112441436	HGNC:34221	SCYGR10	KRTAP28p2	
ENSG00000284622	112441436	HGNC:34221	SCYGR10	KRTAP28-10	
ENSG00000142186	57410	HGNC:14372	SCYL1	HT019	NTKL
ENSG00000142186	57410	HGNC:14372	SCYL1	P105	NTKL
ENSG00000142186	57410	HGNC:14372	SCYL1	GKLP	NTKL
ENSG00000142186	57410	HGNC:14372	SCYL1	NKTL	NTKL
ENSG00000142186	57410	HGNC:14372	SCYL1	TAPK	NTKL
ENSG00000142186	57410	HGNC:14372	SCYL1	TRAP	NTKL
ENSG00000142186	57410	HGNC:14372	SCYL1	TEIF	NTKL
ENSG00000142186	57410	HGNC:14372	SCYL1	MGC78454	NTKL
ENSG00000136021	55681	HGNC:19286	SCYL2	KIAA1360	
ENSG00000136021	55681	HGNC:19286	SCYL2	CVAK104	
ENSG00000213090	100420110	HGNC:54685	SCYL2P1		
ENSG00000000457	57147	HGNC:19285	SCYL3	PACE-1	
ENSG00000000457	57147	HGNC:19285	SCYL3	PACE1	
ENSG00000198301	55153	HGNC:25537	SDAD1	FLJ10498	
ENSG00000245928	101928809	HGNC:41106	SDAD1-AS1		
ENSG00000228451	157489	HGNC:31403	SDAD1P1		
ENSG00000230750	400836	HGNC:31404	SDAD1P2		
ENSG00000227707	100873858	HGNC:39260	SDAD1P3		
ENSG00000236803	100419955	HGNC:39261	SDAD1P4		
ENSG00000115884	6382	HGNC:10658	SDC1	CD138	SDC
ENSG00000115884	6382	HGNC:10658	SDC1	syndecan	SDC
ENSG00000115884	6382	HGNC:10658	SDC1	SYND1	SDC
ENSG00000169439	6383	HGNC:10659	SDC2	fibroglycan	HSPG
ENSG00000169439	6383	HGNC:10659	SDC2	fibroglycan	HSPG1
ENSG00000169439	6383	HGNC:10659	SDC2	SYND2	HSPG
ENSG00000169439	6383	HGNC:10659	SDC2	SYND2	HSPG1
ENSG00000169439	6383	HGNC:10659	SDC2	CD362	HSPG
ENSG00000169439	6383	HGNC:10659	SDC2	CD362	HSPG1
ENSG00000162512	9672	HGNC:10660	SDC3	N-syndecan	
ENSG00000162512	9672	HGNC:10660	SDC3	SYND3	
ENSG00000124145	6385	HGNC:10661	SDC4	SYND4	
ENSG00000124145	6385	HGNC:10661	SDC4	amphiglycan	
ENSG00000124145	6385	HGNC:10661	SDC4	ryudocan	
ENSG00000214161	376844	HGNC:18903	SDC4P		
ENSG00000137575	6386	HGNC:10662	SDCBP	SYCL	
ENSG00000137575	6386	HGNC:10662	SDCBP	MDA-9	
ENSG00000125775	27111	HGNC:15756	SDCBP2	ST-2	
ENSG00000125775	27111	HGNC:15756	SDCBP2	SITAC18	
ENSG00000234684	100507495	HGNC:44314	SDCBP2-AS1		
ENSG00000223389	106480801	HGNC:44685	SDCBP2P1		
ENSG00000226705	100128930	HGNC:44684	SDCBPP1		
ENSG00000247570	100129960	HGNC:44686	SDCBPP2		
ENSG00000232801	100131656	HGNC:44687	SDCBPP3		
ENSG00000054282	10806	HGNC:10671	SDCCAG8	NY-CO-8	
ENSG00000054282	10806	HGNC:10671	SDCCAG8	CCCAP	
ENSG00000054282	10806	HGNC:10671	SDCCAG8	SLSN7	
ENSG00000054282	10806	HGNC:10671	SDCCAG8	NPHP10	
ENSG00000054282	10806	HGNC:10671	SDCCAG8	BBS16	
ENSG00000143751	163859	HGNC:26643	SDE2	FLJ35382	C1orf55
ENSG00000132581	6388	HGNC:10675	SDF2		
ENSG00000128228	23753	HGNC:10676	SDF2L1	AP000553.C22.4	
ENSG00000128228	23753	HGNC:10676	SDF2L1	OTTHUMT00000075032	
ENSG00000078808	51150	HGNC:24188	SDF4	Cab45	
ENSG00000073578	6389	HGNC:10680	SDHA	FP	SDH2
ENSG00000073578	6389	HGNC:10680	SDHA	SDHF	SDH2
ENSG00000205138	644096	HGNC:33867	SDHAF1	LYRM8	
ENSG00000167985	54949	HGNC:26034	SDHAF2	FLJ20487	PGL2
ENSG00000167985	54949	HGNC:26034	SDHAF2	FLJ20487	C11orf79
ENSG00000167985	54949	HGNC:26034	SDHAF2	SDH5	PGL2
ENSG00000167985	54949	HGNC:26034	SDHAF2	SDH5	C11orf79
ENSG00000196636	57001	HGNC:21752	SDHAF3	DC11	ACN9
ENSG00000196636	57001	HGNC:21752	SDHAF3	Sdh7	ACN9
ENSG00000196636	57001	HGNC:21752	SDHAF3	LYRM10	ACN9
ENSG00000154079	135154	HGNC:20957	SDHAF4	Sdh8	C6orf57
ENSG00000185485	255812	HGNC:32455	SDHAP1		SDHAL1
ENSG00000185485	255812	HGNC:32455	SDHAP1		SDHALP1
ENSG00000215837	727956	HGNC:27408	SDHAP2		SDHAL2
ENSG00000215837	727956	HGNC:27408	SDHAP2		SDHALP2
ENSG00000185986	728609	HGNC:18781	SDHAP3		SDHAL
ENSG00000185986	728609	HGNC:18781	SDHAP3		SDHACL
ENSG00000214135	220729	HGNC:55782	SDHAP4		
ENSG00000117118	6390	HGNC:10681	SDHB		SDH1
ENSG00000117118	6390	HGNC:10681	SDHB		SDH
ENSG00000242222	127460886	HGNC:56538	SDHBP1		
ENSG00000143252	6391	HGNC:10682	SDHC	CYB560	PGL3
ENSG00000143252	6391	HGNC:10682	SDHC	cybL	PGL3
ENSG00000264444	100422600	HGNC:31734	SDHCP1		
ENSG00000214549	100128302	HGNC:45177	SDHCP2		
ENSG00000234946	100422591	HGNC:45178	SDHCP3		
ENSG00000255035	100422598	HGNC:45179	SDHCP4		
ENSG00000204370	6392	HGNC:10683	SDHD	cybS	PGL
ENSG00000204370	6392	HGNC:10683	SDHD	cybS	PGL1
ENSG00000267162	100289186	HGNC:10684	SDHDP1		
ENSG00000227073	647081	HGNC:10685	SDHDP2		
ENSG00000244381	29771	HGNC:10686	SDHDP3		
ENSG00000236930	29770	HGNC:10687	SDHDP4		
ENSG00000229744	29769	HGNC:10688	SDHDP5		
ENSG00000224183	29768	HGNC:10689	SDHDP6		
	388606	HGNC:31410	SDHDP7		
	100505705	HGNC:38749	SDIM1		
ENSG00000146555	221935	HGNC:19307	SDK1	FLJ31425	
ENSG00000236708	105375132	HGNC:40883	SDK1-AS1	AC073316.3	
ENSG00000069188	54549	HGNC:19308	SDK2	FLJ10832	
ENSG00000069188	54549	HGNC:19308	SDK2	KIAA1514	
ENSG00000170426	121214	HGNC:29958	SDR9C7	SDR-O	
ENSG00000170426	121214	HGNC:29958	SDR9C7	RDHS	
ENSG00000170786	195814	HGNC:30311	SDR16C5	RDHE2	
ENSG00000170786	195814	HGNC:30311	SDR16C5	RDH-E2	
ENSG00000170786	195814	HGNC:30311	SDR16C5	EPHD-2	
ENSG00000253542	442388	HGNC:35413	SDR16C6P		SDR16C6
ENSG00000100445	56948	HGNC:20275	SDR39U1	HCDI	C14orf124
ENSG00000184860	93517	HGNC:29834	SDR42E1	HSPC105	
ENSG00000273994	100422340	HGNC:50378	SDR42E1P1		
ENSG00000277213	100422346	HGNC:51833	SDR42E1P2		
ENSG00000234276	100422347	HGNC:51834	SDR42E1P3		
ENSG00000273849	100422348	HGNC:51835	SDR42E1P4		
ENSG00000236785	100422339	HGNC:51832	SDR42E1P5		
ENSG00000183921	100288072	HGNC:35414	SDR42E2		
ENSG00000135094	10993	HGNC:10691	SDS	SDH	
ENSG00000139410	113675	HGNC:30404	SDSL	SDS-RS1	
ENSG00000139410	113675	HGNC:30404	SDSL	cSDH	
ENSG00000274529	645832	HGNC:32942	SEBOX	OG9	
ENSG00000274529	645832	HGNC:32942	SEBOX	OG9X	
ENSG00000232871	653677	HGNC:44149	SEC1P		
ENSG00000140612	23478	HGNC:17718	SEC11A	SPC18	SEC11L1
ENSG00000140612	23478	HGNC:17718	SEC11A	sid2895	SEC11L1
ENSG00000140612	23478	HGNC:17718	SEC11A	SPCS4A	SEC11L1
ENSG00000226098	157708	HGNC:31884	SEC11B	SPCS4B	SEC11L2
ENSG00000166562	90701	HGNC:23400	SEC11C	SPC21	SEC11L3
ENSG00000166562	90701	HGNC:23400	SEC11C	SPCS4C	SEC11L3
ENSG00000157020	6396	HGNC:10697	SEC13	SEC13R	D3S1231E
ENSG00000157020	6396	HGNC:10697	SEC13	SEC13R	SEC13L1
ENSG00000157020	6396	HGNC:10697	SEC13	npp-20	D3S1231E
ENSG00000157020	6396	HGNC:10697	SEC13	npp-20	SEC13L1
ENSG00000223899	100131671	HGNC:44529	SEC13P1		
ENSG00000129657	6397	HGNC:10698	SEC14L1	PRELID4A	SEC14L
ENSG00000213693	729799	HGNC:44189	SEC14L1P1		
ENSG00000100003	23541	HGNC:10699	SEC14L2	TAP	C22orf6
ENSG00000100003	23541	HGNC:10699	SEC14L2	SPF	C22orf6
ENSG00000100003	23541	HGNC:10699	SEC14L2	KIAA1186	C22orf6
ENSG00000100003	23541	HGNC:10699	SEC14L2	KIAA1658	C22orf6
ENSG00000100003	23541	HGNC:10699	SEC14L2	TAP1	C22orf6
ENSG00000100012	266629	HGNC:18655	SEC14L3	TAP2	
ENSG00000133488	284904	HGNC:20627	SEC14L4	TAP3	
ENSG00000133488	284904	HGNC:20627	SEC14L4	dJ130H16.5	
ENSG00000103184	9717	HGNC:29032	SEC14L5	KIAA0420	
ENSG00000103184	9717	HGNC:29032	SEC14L5	PRELID4B	
ENSG00000214491	730005	HGNC:40047	SEC14L6		
ENSG00000148396	9919	HGNC:29006	SEC16A	p250	KIAA0310
ENSG00000148396	9919	HGNC:29006	SEC16A	Sec16L	KIAA0310
ENSG00000120341	89866	HGNC:30301	SEC16B	RGPR	LZTR2
ENSG00000120341	89866	HGNC:30301	SEC16B	PGPR-p117	LZTR2
ENSG00000120341	89866	HGNC:30301	SEC16B	Sec16S	LZTR2
ENSG00000121542	26984	HGNC:20260	SEC22A		SEC22L2
ENSG00000265808	9554	HGNC:10700	SEC22B	ERS-24	SEC22L1
ENSG00000274423	100996716	HGNC:53890	SEC22B2P		SEC22B2
ENSG00000275140	100996517	HGNC:53891	SEC22B3P		SEC22B3
ENSG00000277406	102724364	HGNC:53892	SEC22B4P		
ENSG00000093183	9117	HGNC:16828	SEC22C	MGC13261	SEC22L3
ENSG00000093183	9117	HGNC:16828	SEC22C	MGC5373	SEC22L3
ENSG00000100934	10484	HGNC:10701	SEC23A		
ENSG00000258651	105370458	HGNC:53213	SEC23A-AS1		
ENSG00000101310	10483	HGNC:10702	SEC23B	CDA-II	CDAN2
ENSG00000101310	10483	HGNC:10702	SEC23B	CDAII	CDAN2
ENSG00000101310	10483	HGNC:10702	SEC23B	HEMPAS	CDAN2
ENSG00000107651	11196	HGNC:17018	SEC23IP	p125	
ENSG00000107651	11196	HGNC:17018	SEC23IP	iPLA1beta	
ENSG00000107651	11196	HGNC:17018	SEC23IP	iPLA1Ã	
ENSG00000107651	11196	HGNC:17018	SEC23IP	p125A	
ENSG00000113615	10802	HGNC:10703	SEC24A		
ENSG00000267361	100421166	HGNC:53767	SEC24AP1		
ENSG00000138802	10427	HGNC:10704	SEC24B		
ENSG00000247950	100533182	HGNC:44003	SEC24B-AS1	1/2-SBSRNA4	
ENSG00000176986	9632	HGNC:10705	SEC24C	KIAA0079	
ENSG00000150961	9871	HGNC:10706	SEC24D	KIAA0755	
ENSG00000138674	22872	HGNC:17052	SEC31A	KIAA0905	SEC31L1
ENSG00000138674	22872	HGNC:17052	SEC31A	ABP125	SEC31L1
ENSG00000138674	22872	HGNC:17052	SEC31A	ABP130	SEC31L1
ENSG00000075826	25956	HGNC:23197	SEC31B	SEC31B-1	SEC31L2
ENSG00000075826	25956	HGNC:23197	SEC31B	DKFZP434M183	SEC31L2
ENSG00000058262	29927	HGNC:18276	SEC61A1		
ENSG00000065665	55176	HGNC:17702	SEC61A2	FLJ10578	
ENSG00000106803	10952	HGNC:16993	SEC61B		
ENSG00000132432	23480	HGNC:18277	SEC61G	SSS1	
ENSG00000234707	100996654	HGNC:40835	SEC61G-DT		
ENSG00000224219	107985834	HGNC:54783	SEC61GP1		
ENSG00000008952	7095	HGNC:11846	SEC62	Dtrp1	TLOC1
ENSG00000008952	7095	HGNC:11846	SEC62	HTP1	TLOC1
ENSG00000240373	106478967	HGNC:40586	SEC62-AS1		
ENSG00000025796	11231	HGNC:21082	SEC63	SEC63L	
ENSG00000025796	11231	HGNC:21082	SEC63	PRO2507	
ENSG00000025796	11231	HGNC:21082	SEC63	ERdj2	
ENSG00000025796	11231	HGNC:21082	SEC63	DNAJC23	
ENSG00000228057	100420341	HGNC:41953	SEC63P1		
ENSG00000250416	100420287	HGNC:41954	SEC63P2		
ENSG00000187742	79048	HGNC:30972	SECISBP2	SBP2	
ENSG00000138593	9728	HGNC:28997	SECISBP2L	KIAA0256	
ENSG00000141574	6398	HGNC:10707	SECTM1	K12	
ENSG00000085415	81929	HGNC:30379	SEH1L	SEH1A	
ENSG00000085415	81929	HGNC:30379	SEH1L	SEH1B	
ENSG00000085415	81929	HGNC:30379	SEH1L	Seh1	
ENSG00000085415	81929	HGNC:30379	SEH1L	SEC13L	
ENSG00000071537	6400	HGNC:10717	SEL1L	IBD2	
ENSG00000071537	6400	HGNC:10717	SEL1L	SEL1L1	
ENSG00000071537	6400	HGNC:10717	SEL1L	Hrd3	
ENSG00000101251	80343	HGNC:15897	SEL1L2	DKFZp434C1826	C20orf50
ENSG00000091490	23231	HGNC:29108	SEL1L3	KIAA0746	
ENSG00000007908	6401	HGNC:10718	SELE	ESEL	ELAM1
ENSG00000007908	6401	HGNC:10718	SELE	ESEL	ELAM
ENSG00000007908	6401	HGNC:10718	SELE	CD62E	ELAM1
ENSG00000007908	6401	HGNC:10718	SELE	CD62E	ELAM
ENSG00000143416	8991	HGNC:10719	SELENBP1	hSP56	
ENSG00000143416	8991	HGNC:10719	SELENBP1	hSBP	
ENSG00000143416	8991	HGNC:10719	SELENBP1	LPSB	
ENSG00000183291	9403	HGNC:17705	SELENOF	SEP15	
ENSG00000211450	280636	HGNC:18251	SELENOH	SELH	C11orf31
ENSG00000138018	85465	HGNC:29361	SELENOI	KIAA1724	EPT1
ENSG00000138018	85465	HGNC:29361	SELENOI	SELI	EPT1
ENSG00000138018	85465	HGNC:29361	SELENOI	SEPI	EPT1
ENSG00000113811	58515	HGNC:30394	SELENOK	SELK	
ENSG00000267319	100129085	HGNC:53724	SELENOKP1		
ENSG00000219532	100127908	HGNC:53725	SELENOKP2		
ENSG00000225549	100287632	HGNC:53726	SELENOKP3		
ENSG00000198832	140606	HGNC:30397	SELENOM	SELM	
ENSG00000198832	140606	HGNC:30397	SELENOM	SEPM	
ENSG00000162430	57190	HGNC:15999	SELENON	SELN	RSMD1
ENSG00000162430	57190	HGNC:15999	SELENON	SELN	MDRS1
ENSG00000162430	57190	HGNC:15999	SELENON	SELN	SEPN1
ENSG00000162430	57190	HGNC:15999	SELENON	RSS	RSMD1
ENSG00000162430	57190	HGNC:15999	SELENON	RSS	MDRS1
ENSG00000162430	57190	HGNC:15999	SELENON	RSS	SEPN1
ENSG00000073169	83642	HGNC:30395	SELENOO	SELO	
ENSG00000273137	105373095	HGNC:56048	SELENOO-AS1		
ENSG00000227932	105376462	HGNC:53787	SELENOOLP		
ENSG00000250722	6414	HGNC:10751	SELENOP	SeP	SEPP1
ENSG00000250722	6414	HGNC:10751	SELENOP	SELP	SEPP1
ENSG00000250722	6414	HGNC:10751	SELENOP	SEPP	SEPP1
ENSG00000131871	55829	HGNC:30396	SELENOS	SELS	VIMP
ENSG00000131871	55829	HGNC:30396	SELENOS	MGC2553	VIMP
ENSG00000131871	55829	HGNC:30396	SELENOS	SBBI8	VIMP
ENSG00000131871	55829	HGNC:30396	SELENOS	AD-015	VIMP
ENSG00000131871	55829	HGNC:30396	SELENOS	SEPS1	VIMP
ENSG00000198843	51714	HGNC:18136	SELENOT	SELT	
ENSG00000233846	645969	HGNC:53722	SELENOTP1		
ENSG00000271585	100130316	HGNC:53723	SELENOTP2		
ENSG00000186838	348303	HGNC:30399	SELENOV	SELV	
ENSG00000178980	6415	HGNC:10752	SELENOW	SELW	SEPW1
ENSG00000215900	23679	HGNC:10753	SELENOWP1		SEPW1P
ENSG00000188404	6402	HGNC:10720	SELL	LSEL	LYAM1
ENSG00000188404	6402	HGNC:10720	SELL	LSEL	LNHR
ENSG00000188404	6402	HGNC:10720	SELL	LAM1	LYAM1
ENSG00000188404	6402	HGNC:10720	SELL	LAM1	LNHR
ENSG00000188404	6402	HGNC:10720	SELL	LAM-1	LYAM1
ENSG00000188404	6402	HGNC:10720	SELL	LAM-1	LNHR
ENSG00000188404	6402	HGNC:10720	SELL	hLHRc	LYAM1
ENSG00000188404	6402	HGNC:10720	SELL	hLHRc	LNHR
ENSG00000188404	6402	HGNC:10720	SELL	Leu-8	LYAM1
ENSG00000188404	6402	HGNC:10720	SELL	Leu-8	LNHR
ENSG00000188404	6402	HGNC:10720	SELL	Lyam-1	LYAM1
ENSG00000188404	6402	HGNC:10720	SELL	Lyam-1	LNHR
ENSG00000188404	6402	HGNC:10720	SELL	PLNHR	LYAM1
ENSG00000188404	6402	HGNC:10720	SELL	PLNHR	LNHR
ENSG00000188404	6402	HGNC:10720	SELL	CD62L	LYAM1
ENSG00000188404	6402	HGNC:10720	SELL	CD62L	LNHR
ENSG00000174175	6403	HGNC:10721	SELP	CD62	GRMP
